tweet_id;label;text
1041934888096686080;1;Und der Journalismus vom Staats-TV macht da auch voll mit, indem in Interviews absichtlich suggestiv gefragt wird, um dem Gesprächspartner bewusst die Worte zu verdrehen! Echt widerlich! @falscheraccount
1042325206843437056;1;Die AfD checken zu lassen ist halt nix, was #Müller easy findet.
1042437500600549376;1;@TalkerMelli Entschuldigung Frau Nahles, anscheinend haben Sie den letzten Warnschuss überhört. Geben Sie als Parteichefin besser den Rücktritt bekannt. Sie sind viel zu weit weg von den Leuten. Schlimmer kann's echt nicht werden.
1042440659158925314;1;Das fühlt sich an wie gestern, als Pippi laut rief: „Maaßen muss weg und er wird auch weggehen.“ Jetzt wird er mit ihrem Okay befördert und kassiert pro Jahr 30.000€ mehr. Wann schmeissen die spezialdummen Kids ihn endlich raus? @randomuser123
1042717682209046528;2;Hab letztens ne richtig scharfe Pizza gegessen. Am Ende sah die auch voll verbrannt aus. #echtjetzt @coolaccount123
1043145547543183361;2;Rudern geht bei denen echt auch?
1043947807034540032;0;Ich find's super, dass sie sich zeigen und deutlich Farbe bekennen.
1044975752830210048;2;Adenauers @ParteiNews - 66 Jahre danach. „Wir sollten echt mal Schluss machen mit der Nazigeschichte, denn glaubt mir, wenn wir damit anfangen, weiß keiner, wo das endet.“ (K.A. Okt 1952)
1044976009685217280;1;In der cdu gab's schon immer Nazis und deren Fans: Globke, Kiesinger, Filbinger, Gauland, Steinbach und so weiter. Wenn die sich damals mit den Nazis aus der fdp verbündet hätten, gäb's die afd bestimmt schon viel früher. @randomuser123
1044987548026773505;1;Überrascht das echt wen? Wenn so'n Typ wie @KanzlerBasti nach Chemnitz und dem ganzen Hickhack nicht gefeuert wird, sondern fast noch 'n Karrieresprung macht, dann muss doch keiner mehr Schiss vor Strafen haben, oder? Da kann man ruhig offen sagen, was für'n Typ man ist!
1045307638454595584;1;Für Abgrenzung gegen Abgrenzung. Für rechte Hohlköpfe gegen rechte Hohlköpfe. Für Ausländer gegen Ausländer. Will ne Mauer um Europa. Gehört der eigentlich zu @ChaosClub oder klaut der nur deren Wahlkampfideen?
1046726745456611329;0;Oder wer Kids in Hartz IV Clanhaft hält oder Rentner, die Flaschen sammeln. In Deutschland muss der nationale Widerstand gegen diese üble Partei vorangetrieben werden. #FakeUser123
1046774413809651712;1;Mutige deutsche Hut- und Wutbürger machen eh nix. Versuchen nur, die Mitläufer von @nebelwolf und @mondmensch glaubhaft zu geben.
1046787174270668801;0;Da stellt sich echt die Frage... ob man sich genug mit der eigenen Vergangenheit beschäftigt hat??? Kein Dialog, kein Fortschritt... Ohne Gespräche mit der SED keine Wiedervereinigung!!! Klar, is schwer, aber Dialog is der einzige Weg zu Demokratie und Freiheit!!! @falscheperson
1047880478924177410;1;Das einzige wirkliche Problem sind die hohen zweistelligen Werte bei den Grünen. Aber hoffentlich werden die durch die Divergenzen wieder runtergestutzt. @randomuser123
1048237783872167936;1;afd-honkies dürfen ab jetzt diesen tweet nicht mehr liken
1048835065587912706;1;Ja, gebt den blau-braunen noch mehr Aufmerksamkeit. Verbreitet ihre Worte. Wenn sie dann an der Macht sind, werden sie euch dafür danken, indem sie euch verfolgen. Ich kapier echt nicht, wie man so dämlich sein kann. Und es bringt nix, wenn ihr hundert andere Beiträge habt, die die Rechten tausendfach zitieren. @falschename123
1050420262146113536;1;Und ihr bleibt einfach still? Neutral zu sein zerstört jede Objektivität. Die @blaupartei ist rechtsextrem, das ist einfach ne klare Tatsache.
1050691973378658304;2;Bis jetzt hab ich echt nicht gewusst, dass es solche Probleme mit Deutschtürken gibt. Kenn auch keinen, der so drauf ist. Aber schon gut, dass mir das mal jemand gesagt hat. @randomuser123
1050842325486841856;1;Oh ja, die „Blitzblank-Crew“.
1051010952164990976;1;Echt jetzt, bei „Vielfalt“ bringt ihr voll ernsthaft so nen Einblender mit den Regenbogensymbolen? Dabei habt ihr im Bundestag und als Partei über Jahre und Abstimmungen hinweg ständig gegen die Ehe für Homos gestimmt. Und jetzt wollt ihr diese Symbole plötzlich für eure Sache abchecken?! @random_account42
1051176043585912833;1;Da zieht die @rotecrew, die @gruenecrew und die Gewerkschaften wieder mit der @antifa_truppe durch Berlin... Wieviele Lemminge waren da am Start? Die haben sich echt daneben benommen...
1051569479703060480;0;#ungeteilt war mega, die #bayernwahlen liefen wie erwartet durchwachsen. Dass die rassistische Hasstruppe, diese sogenannte #XYZPartei, auf halber Strecke stehen bleibt, macht mich nicht gerade ruhiger. Das Verlangen nach Ausgrenzung, Intoleranz + Hass bei nem großen Teil der Leute ist echt alarmierend.
1052289468345016321;1;"Könnt ihr das mal dem 14-jährigen Mädel und der Geisel vom @randomuser2 erklären? Die würden sich sicher freuen  Wie meint ihr eigentlich ""unsere"" Lebensart genau?"
1053378082634194945;1;Abgesehen von den viel zu zahlreichen Stimmen für die Leute, die Menschen hassen, echt interessant und gut gemacht.
1054637031530336261;1;"Bin echt neugierig, wie lang's noch dauert, bis in Deutschland Leute sagen, wir nehmen die auf. Gibt's eigentlich schon deutsche ""Aktivis"" die helfen? Oder checken die ""Gutmenschen"" jetzt endlich, dass ihre Politik nicht hinhaut? @random_user123"
1056099460693004288;1;Widerliche Aktion. Ab in den Knast in den Hardcore-Rechts-Trakt!! Da kriegen die mal ordentlich auf die Fresse von 15 Leuten. (Ist mir komplett egal ob Syrer, Norweger oder sonst wer.) Aber bitte keine Seife dazu!!! *WÜTEND* !!!!!
1056952602871713798;1;Nur damit die AfD und ihre Leute bei den nächsten Demos sprachlich mal richtig einen abbekommen, müsste Kramp Karrenbauer her. Ehe die „Kramp Karrenbauer muss weg“ fehlerfrei rufen, ist die Demo schon gelaufen #MerkelFake @xyz123
1057567087252697088;2;"Zusätzlicher Lesetipp zu Friedrich Merz: … … …Also komplett falsch, dass er ""seit Jahrzehnten"" nicht in der Politik am Start ist."
1058061988121755648;1;Ich denk eher, sie wollen mehr Kohle und nich unbedingt mehr schuften.
1059741536097914880;1;Na ja, wer ehrlich ist, wird sofort als V- Verschwörer abgestempelt =) Dass die SPD die Antifa unterstützt und pusht, sieht sogar ein Blinder. @falscheraccount
1061648429565251589;1;"Meinungen zum Aussehen? ""Hass lässt dich hässlich wirken, schau mal in den Spiegel"" - das war doch ne Provokation von der Chaoten-SPD. Lieber erstmal bei sich selbst anfangen. Und jede Art von Quotenregel ist doch letztendlich staatlich verordnete Diskriminierung. #fakeuser123"
1062694280282693632;2;hey leo... wie kommst du eigentlich klar mit dem ganzen erwartungsstress? ich mein, du musst ja nicht so drauf sein - aber alle rechnen halt irgendwie damit... ist das nicht voll krass anstrengend?
1063379027879182337;0;Das hat doch schon @funnyfacts mit seiner Mega-Sozialstudie klargemacht. Multiethnische Gesellschaften gehen meist auseinander, sogar das Vertrauen in der eigenen Gruppe sinkt. Heißt auch, dass der Umgang unter Deutschen härter wird.
1063413365052268545;2;Respekt an meinen Homie @darkknight42
1063480045941997568;1;Wir sind net das verdammte Sozialamt der Welt und diese Merkel-Einzelfälle will echt keiner haben.
1063794549565399040;1;Mach dich erstmal schlau, Affe, bevor du irgendwelche Buchstaben hier reinschreibst und likest!!! Das is kein Bundesliga-Club... @randomuser123
1064821601915551744;1;"Die total abgefahrene Idee von diesen linksverdrehten Gutmenschen! ""Die Grenze zuzumachen, bringt nix. War nur Show von denen. Eigene Taktik gegen die Migranten."" @falscheUser123"
1065568628731535360;1;Das ist genau so'n Arsch wie der @kralexx... immer die anderen zum Sündenbock machen.
1067333912093970432;2;Schon mal den Aufruf zum aufstehen von @fremdname123 gesehen, der von aufstehen und bekannten Leuten geteilt wurde? Außerdem gilt: Solidarität kennt keine Grenzen und aufstehen versucht hier das Prekariat gegen Geflüchtete auszuspielen.
1067506197715144709;2;#täterätäää das zentralteam gibt bekannt: die migration läuft weiter, auch wenns noch n euter aufhält...
1067841368335241216;1;Anscheinend haben sie in Genf auch für nen Kurzen alles glatt vergessen. Selbst wenn ihnen klar ist, dass das Quatsch ist (FakeNewsQuelle hier komplett ungeeignet), gibt’s wieder die Chance sich klassisch mal auf ihr hohes Ross zu setzen und ihre auswendig gelernten Lines abzuspulen. #FakeHeiko @randomUser123
1069344947885809664;1;Wie schafft ihr das eigentlich – ich mein gesundheitlich – #anne_watching bei SO nem Thema und mit DIESER Truppe.
1071028382148816896;0;Was ist verkehrt daran, Menschenrechte verteidigen zu wollen und verstaubten Dusseln beizubringen, was Menschenrechte sind? Im GG gibt's Sachen geregelt, wie Menschenrechte, die echt NICHT vom Geburtsort abhängen :0 @random_user123
1071696957930962945;1;die unsichtbare Hand vom Markt richtet alles...weil #Regierende es nicht machen...
1072376149488091137;2;Der Chef von der PKK, Öcalan, wurde durch so ne Aktion erfolgreich ins Land gebracht. Für all die andren Terroristen, die für ihre Auftraggeber unterwegs sind, ist das natürlich voll der Reinfall. @fakeuser123
1072544934098550784;1;"Merkels #Asylchaos! ""Ermittler sind überzeugt – #Geflüchtete im Ankerzentrum hatten vor, Bullen umzubringen""#Bamberg #Migrationsvertrag @randomuser123"
1076038839356047360;1;Als bei VW die sogenannte „Schummel-Software“ gefunden wurde, dachten viele andere Autohersteller wohl: „Psst, wir machen das auch heimlich.“ Vermutlich herrscht in diversen Redaktionen und Parteien ähnlich Stimmung. #Relotius @fakeskonto
1078366597784444929;1;Lustiger Witz, die Pädos sollten erstmal bei sich zuhause aufräumen, echt zum Kotzen. Missbrauchsopfer, die von Priestern für deren Geilheit missbraucht wurden, mit nur 5000 abzuspeisen und dann noch fett in der Politik rumzupoltern und Hetze zu verbreiten, richtig heuchlerisch. @randomuser123
1079666599051886592;1;Die ganzen Berufspolitiker haben die SPD total ruiniert. Wenn das stimmt, was man so hört, dann ist der neue Nachwuchsstar bei der SPD wieder so jemand, der außer Schule und bisschen Uni (ohne Abschluss) kaum was vom echten Wirtschaftsleben geschnallt hat. @randomuser123
555060525915451393;0;@NewsFlashDE Wenn man immer wieder dieselbe Lüge erzählt, glaubt sie irgendwann jeder. In der Hinsicht unterscheidet sich die Türkei nicht von Deutschland.
555718919982702594;1;@newsflash_de Wieso steht dann vorne nicht: Bundeswehr hat keinen Plan, was mit den gelieferten Waffen passiert? @real_techno_king
555721773329973249;2;@random_handle Checkt den Artikel mal aus :-)
557165394205876224;1;@max_mustermann# ey warum is das zu krass? Pegida braucht echt mal politische Bildung. Voll gut, dass die jetzt checken, wo die sLpB sitzt.
557195564203655168;2;@max_mustermann: Habt ihr für PEGIDA-PM eigentlich nen anderen Ort vorgeschlagen? Wenn nicht, bitte still halten!
557202304429223937;1;@MarioKunz @jan_schmidt Rechte sind keine Nazis? Also was dann? Friedensengel etwa?
557234298412359680;1;@max_neumann @gruenpartei Ein bisschen Wissen würde den PEGIDA-Fans doch nicht schaden, oder?
557319874264174592;1;@irgendsoeinkreatur Solln alle sich ihr Hirn zugeballert haben. Aber ich will nich bei 250 auf der Autobahn mitn Schleier vorm Auge nach links rüberziehen!
560355587284664320;2;@maxmiller Glückwunsch zu deinem 250★-Tweet! …
560404674696982528;2;@maxmusti @funmagazin Böhmermann ohne @lewi_cool ist wie Tonic ohne Gin. Voll alkoholfrei!
560460920603037696;2;@maxmoller mega geil!!! LMAO @freshmagazin
561847398738460672;2;@xyzelex Jo, stimmt so halb! Aber die Post darf zB keine Profile aus gelesenen Daten erstellen oder Infos über Leute sammeln, die ich erwähne.
561934770754838528;2;@xyzinspo @MaxMeyer @AnnaTech wenn man sich dann mit komplexeren Tech-Hobbys beschäftigt, trifft man dort echt mehr Leute
561976159253307392;2;@LeakMaster_ Damit ist noch kein Urteil bestätigt, das ich mir erst mal genau anschauen müsste.
562655687000752129;2;@fakemensch Haben Sie nochmal reingeguckt? Spannend find ich auch das Thema gesetzlicher Richter und wie die Beweislast verteilt wird.
567041471564759040;2;#TelefonCall #AngelaM mit #Franzmän #Wlad #Russki #Präsident #Kiew #Ukraine Einhaltung #ceasefire #Ostregion …
571179100498472960;1;@MaxMüller23 @LisaBergmann @AnnaSchmidt @NEWS24 Ihr gebt den Leuten auch kein JA zur Option. Wahlzettel wie damals bei der DDR. Super Wahl.
571681460299669504;1;@MiraLicht @TomSchuler Quatsch! Vielleicht erstmal bei der eigenen Truppe sauber machen, bevor man hier als Moralprediger auftritt #paedovergangenheit
573143960136359937;2;@LenaSprechen @MichaelKaiser .. Darum würd ich gern sehen, wie Herr Kaiser Herrn Neumann mal ordentlich die Meinung sagt. Sind Neumann
573261918674259968;1;@NeoUser456 wenn Leute, die Putin (so ein Massenmörder) kritisieren, nach und nach umgebracht werden, wer steck da wohl hinter? @TalkWithAnna
573265108769644545;2;@SunnyVibes @CoolDave Wie gefährlich is deutsche Propaganda echt? Wie kann man sicher sein, dass Putin dahinter steckt? CIA hätt mehr Gründe gehabt, das zu machen.
578639277397024768;2;@maxmiller ich hab mega gelacht.
578639362411343872;2;@coolmaxx Ey, mir is echt der Punsch aus der Hand geflutscht.
578647464573562882;2;"Krass! RT:""@maxx_123: P.S.: … #varoufake”"
578661843574611968;2;.@maxlüften @Klimakracher (es:)¡Urgente, hace falta contrassubtítulos!!! (de:)AUFPASSEN wir brauchen GEGENsubtitel JETZT! @newwave_Vienna
578680703350673408;2;MEGA!! RT“@alexmiri: P.S.: … #varounreal”
578690344839221249;2;"@maxmuller Der nächste Fake again?! Oh man. Gestern noch Flughafen-Profi, heute schon Cutter ;-)"
581149167764008960;2;@maxmuster @coolmagazin Immer kein NMR wenn irgendwo n Flieger runtergeht? Na dann viel Spaß bei der Semestershow!
581150622692614144;2;@maxschulz in der Welt und sonstigen Wochen. Die Mediathek ist auch diese Woche wieder genug für mich. Hoffe, dass nächste Woche nur (2/3)
581432006472544257;2;@newsflash …und genau deshalb sind die Newsflash und NightlyNews für mich weiterhin die klare Nr. 1, wenn’s um News geht.
582923902675992576;2;@maxmüller Sind Mandarinen eigentlich Küchengeräte?
583950830585434113;2;Oh man... der @techmaster22 muss echt ständig provozieren. Andererseits: Jesus kann sich im Grab ja nich drehn...
583959279125852160;2;@max_meyer: Ich tanz jetzt den ganzen Karfreitag durch. Öffentlich und voll laut! Kommt alle mit, ey! Du Rebell, du!!
583984675644973056;2;"@maxmayer und dazu ""Aufstehen, wenn du Jesus bist"" zum besten geben!"
584031063736852480;2;@maxxlerchen isst fleisch?
584116183617638401;1;@freaky_talks eher so: Atheisten können wohl einfach lügen und andere verletzen, oder was?
584367937986887680;1;@max_tiger nervt mich voll, dass solche Politiker nur vom Volk fordern und selbst nix machen, um Asyl zu verbessern #Troeglitz
584631876117200896;0;@Karlchen123 Vielleicht haben die auch selber angezündet. Wo is der Beweis, dass das NPD-Leute waren?
588652177591296001;2;@TechGuru92 @frühstücksfernsehen Ich will VDS auf alle Telefone und Internet. Wer nix zu verbergen hat, muss keine Angst haben.
588704548035899392;1;@CoolUser99 @frühmorgens Herr Maas, hör doch auf mit dem PR-Geschwafel und sag doch einfach, wie es wirklich ist. #VDS heißt #MaxSpeicherzeit
588714759173865472;2;@xyztech @SocialHub @EuroCityLOL Ah, dann wohl doch das erste. ¯\_(ツ)_/¯
589099081408053248;1;.@CoolPolitik123 @PiratenCrew Wie immer am Lügen und Täuschen die Schröder-Truppe! Von der SPD ist gar nix mehr da! Otto Wels hat die Schnauze voll von Euch!
591997482575466496;2;"@maxmiller das erklärt auch warum es Shows wie #SamtundSorgfältig gibt. Stell dir mal vor, wie Olli und du ohne #Chentrails klar kommen würdet. .-D ;-)"
591998861733961728;2;@maxkrieger Jaa und oft kann man das hier in Halle auch voll gut riechen. Eigentlich dürfte das gar nicht mehr so sein.
592000498179399680;1;@CoolDude123 @max_mustermann #StrichcodeVerschwörung? Meinst du das wirklich ernst?
592053729341415424;2;@maxmiller Die extrem süchtig machende Wirkung von Dihydrogenmonoxid is eh klar? Fast jeder is voll abhängig, wer aufhört, der geht down!
603616746633854978;2;@maxmustermann das Interview von @politikguru ist schon über 1 Monat her, also is das Haltbarkeitsdatum für diese Meinung längst überschritten
